Participant	Start	End	Sentence
7.Green.38	02:53.3	02:54.7	"Cause it's really cold."
7.Green.39	02:55.5	02:57.3	"But I don't know."
7.Green.40	02:57.3	02:59.7	"Being optimistic, I think I'd get out of there pretty soon."
7.Orange.19	02:59.7	03:00.2	"$"
7.Blue.18	02:59.8	03:02.1	"Yeah $."
7.Green.41	03:00.2	03:02.9	"[unclear] compass."
7.Blue.19	03:04.3	03:06.7	"I put seven as the rope."
7.Green.42	03:07.1	03:07.6	"Rope."
7.Orange.20	03:07.3	03:08.4	"Yeah, me too."
7.Green.43	03:09.2	03:10.4	"I put that as twelve."
7.Green.44	03:10.4	03:12.0	"I don't know why."
7.Green.45	03:12.0	03:15.0	"I just don't know what I'd do with thirty feet of rope."
7.Orange.21	03:15.2	03:15.8	"Me neither."
7.Orange.22	03:15.8	03:17.5	"But I feel like it sounds important."
7.Green.46	03:16.3	03:18.9	"$"
7.Blue.20	03:17.2	03:18.8	"Yeah $."
7.Orange.23	03:17.5	03:19.1	"$"
7.Green.47	03:18.9	03:20.2	"It's really specific."
7.Orange.24	03:19.7	03:21.1	"$"
7.Green.48	03:20.2	03:24.0	"Like, I don't know why you'd be travelling with thirty feet of rope."
7.Blue.21	03:23.2	03:24.1	"$"
7.Green.49	03:24.1	03:24.7	"Um."
7.Orange.25	03:25.0	03:29.3	"I don't know, maybe if they're like [unclear]."
7.Green.50	03:26.6	03:27.4	"%"
7.Green.51	03:29.7	03:34.0	"Okay so what did you guys put for -- okay, one, what did you guys put?"
7.Blue.22	03:34.4	03:35.6	"Uh, compress kit."
7.Green.52	03:35.6	03:36.5	"Compress kit."
7.Orange.26	03:36.3	03:38.5	"I put extra shirt and pants."
7.Green.53	03:36.5	03:36.9	"Okay."
7.Green.54	03:38.5	03:40.3	"Okay number two, what did you guys put?"
7.Orange.27	03:41.9	03:43.9	"I put the chocolate bar $."
7.Blue.23	03:43.4	03:44.5	"Yeah I put that --"
7.Orange.28	03:43.9	03:44.9	"Cause like I don't know."
7.Orange.29	03:44.9	03:46.6	"Like they're going to get hungry."
7.Green.55	03:46.3	03:47.2	"Yeah."
7.Orange.30	03:46.8	03:50.2	"But I guess like a chocolate bar's not really going to do much."
7.Orange.31	03:50.2	03:51.0	"I don't know."
7.Blue.24	03:51.0	03:52.6	"I put the air map as two."
7.Green.56	03:52.6	03:54.6	"Okay, I did the clothing."
7.Green.57	03:54.7	03:56.3	"And what was your guys' third one?"
7.Blue.25	03:57.5	03:58.9	"Extra shirt and pants."
7.Orange.32	03:59.0	04:00.5	"I put compass."
7.Green.58	04:00.6	04:06.3	"I put the com-compass kit -- compass -- com-compress kit $ compress kit."
7.Green.59	04:06.4	04:07.9	"And your fourth one?"
7.Blue.26	04:07.9	04:09.0	"I put compass."
7.Green.60	04:10.1	04:11.0	"I did the map."
7.Orange.33	04:10.9	04:12.1	"Flashlight."
7.Green.61	04:12.2	04:12.7	"Okay."
7.Green.62	04:13.1	04:14.1	"And five?"
7.Blue.27	04:14.1	04:15.0	"Flashlight."
7.Green.63	04:15.0	04:16.3	"Okay, flashlight."
7.Green.64	04:16.8	04:17.4	"Six?"
7.Orange.34	04:17.3	04:18.6	"Compress kit."
7.Blue.28	04:19.0	04:19.6	"Knife."
7.Orange.35	04:20.0	04:21.7	"Yeah knife, same."
7.Green.65	04:20.9	04:23.1	"I put family sized chocolate bar."
7.Green.66	04:24.4	04:26.1	"But I don't get what the brackets mean."
7.Green.67	04:26.1	04:27.5	"Like with one person?"
7.Blue.29	04:27.5	04:30.1	"One per -- like each person that's there gets one."
7.Green.68	04:28.8	04:31.6	"Oh, one, oh, oh, one per person."
7.Blue.30	04:31.8	04:32.7	"$"
7.Green.69	04:32.1	04:34.8	"I guess that makes sense [unclear]."
7.Green.70	04:35.7	04:36.9	"And seven?"
7.Blue.31	04:37.7	04:38.5	"Thirty feet of --"
7.Orange.36	04:37.7	04:39.2	"The rope."
7.Blue.32	04:38.6	04:39.1	"Yeah."
7.Green.71	04:39.2	04:41.2	"Okay, I did the shortening."
7.Green.72	04:41.3	04:42.9	"What is -- like butter?"
7.Green.73	04:43.0	04:43.8	"Or like?"
7.Blue.33	04:43.5	04:45.3	"It's like a baking ingredient."
7.Orange.37	04:44.1	04:45.8	"Yeah it's pretty much like butter."
7.Orange.38	04:45.8	04:47.2	"But like it's just fat."
7.Green.74	04:47.5	04:48.3	"Okay."
7.Blue.34	04:48.9	04:50.3	"I put that one as fourteen."
7.Orange.39	04:49.3	04:53.2	"I guess it could help you cook if like they found something."
7.Blue.35	04:52.3	04:53.4	"[unclear]"
7.Green.75	04:52.6	04:54.4	"Okay no I just had an idea."
7.Green.76	04:54.4	05:14.4	"So think of it like, if you put the shortening in with the steel wool, it could make like I think a candle or like even the rope, you like you take some of the rope and cut it with the knife and you put a little bit of shortening on it and then try and light that, it is kind of like a candle."
7.Orange.40	05:15.2	05:16.1	"Maybe."
7.Green.77	05:15.3	05:17.2	"Make like a wick or something?"
7.Orange.41	05:16.2	05:17.5	"Yeah maybe."
7.Blue.36	05:17.6	05:19.0	"[unclear]"
7.Orange.42	05:17.8	05:20.0	"I have no idea $."
7.Green.78	05:20.6	05:25.4	"That's just like my inner dark grizzly, like survivor man $."
7.Blue.37	05:23.3	05:25.2	"$"
7.Blue.38	05:25.9	05:31.6	"See my thought is that like you can combine like the newspaper, the ball of steel wool, and the cigarette lighter somehow to make it like go on fire."
7.Blue.39	05:31.6	05:32.7	"But I wouldn't know how."
7.Green.79	05:32.2	05:33.0	"Okay."
7.Orange.43	05:33.6	05:34.9	"Oh, that's smart."
7.Blue.40	05:35.0	05:38.1	"I just kinda put those all at the end cause I wasn't sure how that would work."
7.Orange.44	05:36.6	05:41.2	"Yeah, I didn't really like think about like how the newspaper was really helpful."
7.Blue.41	05:41.2	05:42.7	"Yeah $."
7.Green.80	05:41.3	05:42.3	"Yeah."
7.Blue.42	05:42.9	05:45.1	"Keep updated on what day you got lost."
7.Green.81	05:44.9	05:46.4	"Yeah $."
7.Green.82	05:47.2	05:47.9	"Um."
7.Green.83	05:48.3	05:50.9	"And what was your guys' eighth choice?"
7.Blue.43	05:51.1	05:51.9	"Chocolate bar."
7.Orange.45	05:52.0	05:53.6	"I put whiskey $."
7.Green.84	05:53.0	05:54.7	"Yeah, I put the whiskey, too."
7.Blue.44	05:54.7	05:58.6	"I thought that like when I left it to the end, I was like it probably has another use."
7.Blue.45	05:58.6	06:03.4	"But then I was like if you put it with like the compress kit cause like people use alcohol to like sanitize."
7.Green.85	06:02.0	06:03.4	"Sanitize, yeah."
7.Orange.46	06:03.6	06:06.2	"Or just start a fire maybe."
7.Blue.46	06:05.9	06:06.5	"Oh."
7.Green.86	06:06.0	06:08.0	"I could see that, too, yeah."
7.Orange.47	06:08.3	06:11.7	"Honestly I was just thinking like if you drink it you'll feel warm."
7.Blue.47	06:11.6	06:12.7	"$"
7.Orange.48	06:11.7	06:15.0	"$"
7.Green.87	06:11.8	06:12.5	"True."
7.Green.88	06:13.4	06:16.8	"You know, your hands might fall off, but at least you feel warm inside."
7.Orange.49	06:15.9	06:17.0	"Yeah."
7.Green.89	06:17.4	06:19.5	"And what was your ninth choices?"
7.Blue.48	06:20.0	06:21.0	"Uh, the gun."
7.Orange.50	06:21.0	06:22.2	"Yeah, same."
7.Green.90	06:22.2	06:23.0	"The gun."
7.Green.91	06:23.6	06:24.8	"Okay I put the knife."
7.Green.92	06:24.8	06:27.9	"I just feel like, w-why are we going to need a gun?"
7.Orange.51	06:28.4	06:29.5	"Yeah that's what I thought, too."
7.Green.93	06:28.5	06:29.0	"Like."
7.Orange.52	06:29.5	06:34.4	"But like maybe if you found an animal you could kill for food, but."
7.Blue.49	06:30.6	06:32.1	"St -- like a -- yeah."
7.Green.94	06:32.3	06:34.8	"I guess, yeah, okay, okay."
7.Green.95	06:35.5	06:37.4	"And then your tenth choice?"
7.Blue.50	06:37.8	06:38.9	"Uh, the whiskey."
7.Orange.53	06:39.1	06:40.3	"I put the newspaper."
7.Orange.54	06:40.4	06:41.8	"But that's just kind of random."
7.Green.96	06:40.9	06:43.9	"I did the cigarette lighter without the fluid."
7.Green.97	06:45.9	06:54.7	"I know when we're talking about everything like I feel like it would kind of helpful now like cause some stuff in a way."
7.Blue.51	06:49.7	06:50.7	"Yeah."
7.Orange.55	06:53.0	06:54.1	"Yeah."
7.Green.98	06:55.5	06:57.3	"Um, your eleventh choice?"
7.Orange.56	06:58.3	07:00.3	"I put the ski poles."
7.Blue.52	06:59.5	07:00.5	"Same."
7.Green.99	07:00.9	07:04.0	"Wh-okay, I put sk -- wait, what did you -- wha-what was yours?"
7.Orange.57	07:04.1	07:05.2	"Ski poles."
7.Green.100	07:05.2	07:06.2	"Ski poles, okay."
7.Green.101	07:06.2	07:07.5	"I did the steel wool."
7.Green.102	07:07.8	07:11.3	"I just don't know -- what would you do with the ski poles?"
7.Orange.58	07:10.9	07:12.1	"I don't know."
7.Blue.53	07:12.1	07:13.9	"I'd probably ski -- [unclear]."
7.Orange.59	07:12.6	07:16.5	"Yeah, the more I think about it, probably the steel wool before ski poles."
7.Green.103	07:16.1	07:17.2	"Actually wait a second --"
7.Orange.60	07:16.6	07:20.3	"But like I just did the last like five like random because I really didn't know."
7.Green.104	07:18.9	07:24.7	"Cause in -- yeah, the description kind of says like you're in round lakes and rivers."
7.Green.105	07:25.0	07:28.7	"Although it is minus twenty-five so there should be like tons of ice everywhere."
7.Blue.54	07:27.4	07:28.3	"Oh you could --"
7.Blue.55	07:28.3	07:30.8	"Oh, I was going to say you could fish $."
7.Green.106	07:29.4	07:30.9	"I know that's what I was think-getting at."
7.Green.107	07:30.9	07:33.7	"But I'm like wait it's minus twenty-five, there's gonna be like."
7.Orange.61	07:33.8	07:35.8	"I mean you could go ice fishing."
7.Orange.62	07:35.8	07:37.9	"But like you'd have to like cut a holes in the ice."
7.Blue.56	07:37.6	07:39.8	"No, you could use the ski poll for that maybe."
7.Blue.57	07:39.8	07:46.9	"Like as a fishing and then with like the steel wool as like the thing that goes on the ski poll to fish."
7.Orange.63	07:40.0	07:40.8	"Maybe."
7.Green.108	07:41.3	07:42.5	"Chip at it."
7.Green.109	07:46.6	07:47.8	"Okay."
7.Blue.58	07:46.9	07:48.2	"If that makes sense."
7.Orange.64	07:47.8	07:48.9	"Or the ro -- yeah."
7.Green.110	07:49.0	07:50.0	"I can see that."
7.Orange.65	07:49.1	07:49.6	"Yeah."
7.Orange.66	07:49.8	07:50.5	"Yeah maybe."
7.Green.111	07:52.9	07:54.6	"Um."
7.Orange.67	07:55.4	07:57.4	"Should we just try to like write it down?"
7.Green.112	07:57.4	07:57.9	"Yeah."
7.Orange.68	07:57.8	07:59.5	"Like agree on like one."
7.Green.113	07:59.4	08:00.6	"Okay, so."
7.Green.114	08:02.2	08:05.1	"So, well, I feel like you guys have the same answer for number one."
7.Green.115	08:05.1	08:06.5	"Or do we all have different ones?"
7.Blue.59	08:06.7	08:08.3	"I think we all have different ones for one."
7.Orange.69	08:07.8	08:08.7	"Yeah for number one."
7.Orange.70	08:08.7	08:10.7	"Cause you said compress kit, right?"
7.Blue.60	08:10.4	08:11.1	"Yeah."
7.Orange.71	08:10.9	08:12.5	"Yeah, I said the clothes."
7.Orange.72	08:12.5	08:13.0	"And then."
7.Green.116	08:12.7	08:14.0	"And I said compass."
7.Blue.61	08:15.8	08:18.5	"Honestly, maybe clothes, so then they stay warm."
7.Green.117	08:17.0	08:19.0	"Yeah I think the clothes."
7.Orange.73	08:18.2	08:20.4	"Yeah I think clothes."
7.Green.118	08:22.3	08:23.3	"Okay."
7.Green.119	08:23.6	08:24.4	"Two."
7.Green.120	08:26.0	08:27.1	"Um."
7.Green.121	08:29.8	08:30.8	"I miss --"
7.Blue.62	08:31.8	08:37.9	"I kinda wanna say compress kit in case they're like injured at all cause that could like cause them to like die out faster."
7.Green.122	08:37.9	08:39.4	"Yeah, that's true."
7.Orange.74	08:38.6	08:39.8	"Yeah, true."
7.Green.123	08:39.9	08:41.0	"We'll do that two."
7.Orange.75	08:41.0	08:41.7	"Yeah."
7.Green.124	08:41.7	08:42.9	"Let's just do two."
7.Green.125	08:43.1	08:43.8	"Okay."
7.Green.126	08:45.6	08:47.3	"Um, three?"
7.Orange.76	08:48.0	08:49.4	"Maybe the compass?"
7.Green.127	08:49.7	08:51.1	"Yeah yeah."
7.Green.128	08:51.3	08:52.5	"I feel like that's important."
7.Green.129	08:52.5	08:54.6	"I don't think you want to go away from --"
7.Blue.63	08:55.1	08:58.7	"Um, maybe the map after the compass so you can guide yourself on it?"
7.Green.130	08:58.9	09:02.2	"Yeah, yeah, yeah, yeah, yeah, yeah."
7.Orange.77	08:59.1	09:00.1	"Yeah."
7.Green.131	09:03.0	09:04.5	"Cause I don't think you want to keep heading north."
7.Green.132	09:04.5	09:07.7	"Cause I think eventually if you head -- keep heading south, you will hit a town."
7.Green.133	09:07.7	09:08.8	"We're in Canada."
7.Green.134	09:08.8	09:10.8	"Since everyone's near the border."
7.Orange.78	09:08.8	09:10.2	"Yeah $."
7.Green.135	09:11.5	09:13.3	"Um, where is the map?"
7.Green.136	09:13.4	09:14.0	"Here."
7.Green.137	09:15.4	09:16.3	"Okay."
7.Green.138	09:17.3	09:18.4	"Five?"
7.Green.139	09:20.4	09:21.7	"Um."
7.Blue.64	09:22.7	09:24.2	"I kinda wanna say knife."
7.Green.140	09:24.2	09:25.0	"Knife?"
7.Green.141	09:25.0	09:25.7	"Yeah."
7.Green.142	09:26.6	09:29.5	"Yeah, cause I feel like that's more functional than most things."
7.Blue.65	09:29.7	09:31.9	"Or would you need the flashlight first?"
7.Orange.79	09:31.5	09:34.1	"Yeah, I was gonna say either knife or flashlight."
7.Green.143	09:34.9	09:35.7	"True."
7.Green.144	09:35.8	09:36.6	"Okay."
7.Green.145	09:38.7	09:40.0	"Hm."
7.Green.146	09:41.2	09:43.2	"Okay, let's do knife then flashlight."
7.Green.147	09:45.6	09:46.6	"Um."
7.Green.148	09:47.1	09:52.2	"And I feel like some kind of food wise we would -- like either the chocolate bar or the shortening."
7.Blue.66	09:52.6	09:55.4	"But the shortening is only one can for all the people."
7.Orange.80	09:56.2	09:58.4	"Yeah, so maybe just the chocolate bar?"
7.Green.149	09:56.3	09:57.1	"True."
7.Green.150	09:57.9	09:58.9	"Chocolate?"
7.Green.151	09:59.8	10:00.8	"Okay."
7.Green.152	10:03.9	10:05.0	"Um."
7.Green.153	10:05.9	10:07.0	"Eight?"
7.Blue.67	10:07.1	10:08.2	"I kinda wanna say the rope."
7.Blue.68	10:08.2	10:10.0	"Because I feel like it's important in someway."
7.Green.154	10:09.0	10:11.1	"Yeah I was kinda thinking that, too."
7.Blue.69	10:10.0	10:11.5	"I just don't [unclear]."
7.Orange.81	10:11.0	10:12.0	"Yeah."
7.Green.155	10:12.0	10:13.7	"You can make something out of it."
7.Green.156	10:15.4	10:18.0	"Eight and then nine."
7.Green.157	10:26.2	10:31.8	"I almost feel like I wanna say the gun now because like you guys were saying you can use it to like shoot something."
7.Orange.82	10:31.9	10:33.0	"Yeah."
7.Blue.70	10:33.2	10:35.0	"Like if a bear attacks or something."
7.Green.158	10:35.0	10:35.6	"Yeah."
7.Blue.71	10:35.6	10:37.5	"You could also eat that after."
7.Green.159	10:36.8	10:37.8	"Yeah, true."
7.Orange.83	10:37.6	10:38.8	"Yeah."
7.Green.160	10:37.8	10:39.1	"Okay, it's functional."
7.Green.161	10:39.3	10:40.3	"Multipurpose."
7.Green.162	10:41.3	10:42.8	"Um."
7.Green.163	10:44.2	10:45.5	"Ten?"
7.Orange.84	10:47.1	10:49.4	"Maybe the cigarette lighter?"
7.Green.164	10:48.8	10:49.6	"Yeah."
7.Green.165	10:49.8	10:50.8	"Yeah, let's do --"
7.Orange.85	10:49.8	10:51.6	"Something to make a fire."
7.Green.166	10:52.1	10:53.5	"Yeah, ten."
7.Green.167	10:53.5	10:54.2	"What do you feel?"
7.Blue.72	10:54.7	11:00.5	"I kinda wanna say whiskey before the lighter just cause I don't know how well it's going to work without the fluid in it."
7.Green.168	10:59.4	11:00.5	"True."
7.Green.169	11:01.3	11:02.6	"Yeah, that's true."
7.Orange.86	11:01.7	11:02.4	"True."
7.Orange.87	11:02.5	11:03.3	"Yeah."
7.Green.170	11:04.1	11:05.4	"Okay we'll do that ten then."
7.Green.171	11:05.4	11:06.4	"Whiskey."
7.Green.172	11:06.6	11:09.7	"And then the -- eleven for cigarette lighter."
7.Blue.73	11:07.6	11:09.0	"Then the cigarette lighter."
7.Green.173	11:09.7	11:10.2	"Okay."
7.Orange.88	11:13.0	11:15.1	"And then maybe the steel wool."
7.Green.174	11:15.2	11:15.9	"Yeah."
7.Blue.74	11:15.4	11:16.1	"Yeah."
7.Green.175	11:16.3	11:17.5	"Yeah that's perfect."
7.Green.176	11:19.8	11:21.8	"I hope there's an answer key to this."
7.Green.177	11:21.8	11:22.9	"$"
7.Blue.75	11:21.9	11:23.0	"$"
7.Orange.89	11:21.9	11:23.0	"$"
7.Green.178	11:23.2	11:24.3	"Um."
7.Blue.76	11:27.0	11:29.6	"I'm starting to feel like the shortening should be last."
7.Green.179	11:29.7	11:30.6	"Last?"
7.Blue.77	11:30.7	11:34.4	"Yeah, unless like they use it with like the steel wool to create like a trap or something."
7.Blue.78	11:34.4	11:35.7	"I don't really know how well --"
7.Orange.90	11:36.1	11:38.4	"Yeah, maybe the newspaper next."
7.Blue.79	11:38.6	11:39.4	"Yeah."
7.Orange.91	11:39.0	11:40.3	"Make a fire."
7.Green.180	11:40.4	11:42.9	"Okay so thirteen, newspaper."
7.Blue.80	11:42.9	11:44.4	"Which ones do we have left?"
7.Green.181	11:44.5	11:45.9	"We have two more left."
7.Green.182	11:45.9	11:48.6	"The ski poles and the can of shortening."
7.Orange.92	11:51.0	11:54.1	"Yeah maybe the shortening should be last."
7.Green.183	11:52.9	11:53.8	"Yeah."
7.Blue.81	11:53.2	11:54.4	"And then the ski poles."
7.Green.184	11:54.1	11:57.0	"You can use like the ski poles as like spears $."
7.Blue.82	11:57.2	11:58.7	"$"
7.Orange.93	11:57.2	11:59.2	"$"
7.Green.185	11:58.9	11:59.7	"Gosh."
7.Green.186	12:00.0	12:01.3	"And then fifteen."
7.Green.187	12:01.7	12:04.1	"Okay, so, do we all agree?"
7.Blue.83	12:04.1	12:06.0	"I think so, yeah."
7.Orange.94	12:04.7	12:06.4	"Yeah, sounds good."
7.Green.188	12:04.9	12:06.1	"Yeah, okay."
