Participant	Start	End	Sentence
20.Orange.18	03:03.6	03:06.2	"Whiskey was pretty high up there for me personally."
20.Blue.36	03:06.3	03:06.7	"Okay."
20.Orange.19	03:06.7	03:08.1	"This is kind of useful."
20.Blue.37	03:08.1	03:08.6	"That's true."
20.Blue.38	03:09.6	03:11.1	"Let's do whiskey then."
20.Orange.20	03:11.1	03:11.6	"Okay."
20.Blue.39	03:18.6	03:20.7	"And then number seven, I did the air map."
20.Pink.18	03:21.5	03:23.8	"Um, I did the gun, the pistol."
20.Blue.40	03:25.0	03:25.6	"Okay."
20.Blue.41	03:26.3	03:27.2	"That was close."
20.Blue.42	03:27.2	03:27.8	"Yeah."
20.Blue.43	03:28.1	03:28.6	"Um."
20.Blue.44	03:29.5	03:30.2	"What did you do?"
20.Orange.21	03:31.1	03:32.4	"Hm."
20.Orange.22	03:32.4	03:33.9	"The pistol was pretty high up there."
20.Blue.45	03:34.0	03:34.5	"Okay."
20.Blue.46	03:35.2	03:36.2	"Let's do that then."
20.Orange.23	03:39.2	03:45.1	"Cause the air map, um... I don't know what could have been used for."
20.Orange.24	03:45.9	03:47.0	"Maybe like a tarp?"
20.Blue.47	03:47.0	03:48.2	"Yeah I guess, but."
20.Orange.25	03:50.1	03:53.5	"But if it's sectional like how big do you think it could be?"
20.Blue.48	03:53.5	03:55.1	"Yeah $."
20.Orange.26	03:53.6	03:54.8	"I don't know $."
20.Blue.49	03:57.5	04:00.7	"Um, I did the chocolate bar as number eight."
20.Pink.19	04:01.4	04:03.4	"I did the chocolate bar too for number eight."
20.Blue.50	04:03.4	04:03.7	"Yeah."
20.Blue.51	04:03.9	04:04.3	"Okay."
20.Blue.52	04:10.2	04:12.1	"Number nine, did the newspaper."
20.Orange.27	04:13.0	04:15.1	"I did [unclear]."
20.Blue.53	04:13.5	04:15.1	"That could be used, I don't know."
20.Pink.20	04:15.2	04:18.6	"Oh yeah I guess to like start a fire if the wood was wet."
20.Blue.54	04:16.8	04:17.4	"Yeah."
20.Blue.55	04:18.3	04:18.8	"Yeah."
20.Pink.21	04:19.1	04:19.5	"Hm."
20.Blue.56	04:20.4	04:21.4	"Do that then?"
20.Blue.57	04:26.4	04:28.1	"Um ten, I did the can of shortening."
20.Orange.28	04:29.1	04:31.0	"Uh, it was number eleven for me."
20.Blue.58	04:30.9	04:31.3	"Yeah."
20.Orange.29	04:31.0	04:32.2	"So yeah."
20.Blue.59	04:33.2	04:33.8	"Okay."
20.Blue.60	04:37.7	04:39.8	"And then eleven, I did the steel wool."
20.Pink.22	04:41.2	04:43.7	"I did the steel wool too for my eleven $."
20.Blue.61	04:42.6	04:43.5	"Yeah $."
20.Blue.62	04:44.5	04:45.0	"Okay."
20.Blue.63	04:49.0	04:50.9	"Um, twelve I did the pistol."
20.Blue.64	04:51.7	04:53.7	"We already have that I think right?"
20.Orange.30	04:55.2	04:55.8	"I think so."
20.Pink.23	04:55.4	04:55.8	"Yeah."
20.Blue.65	04:56.0	04:56.5	"Yeah."
20.Blue.66	04:57.4	05:01.1	"Um, what did you guys have for number thirteen?"
20.Orange.31	05:01.9	05:02.9	"The ski poles."
20.Blue.67	05:04.1	05:05.0	"Yeah, I have that too."
20.Blue.68	05:06.2	05:07.6	"You want to have that as twelve then?"
20.Orange.32	05:09.8	05:10.9	"Uh yeah, sure."
20.Blue.69	05:10.9	05:11.3	"Okay."
20.Blue.70	05:15.7	05:17.0	"And then."
20.Blue.71	05:24.6	05:25.8	"What do we have left?"
20.Blue.72	05:26.2	05:27.7	"We have rope."
20.Blue.73	05:31.7	05:36.4	"Should we have for number -- is it thirteen now or fourteen?"
20.Pink.24	05:40.4	05:42.2	"Um, uh, which two are left?"
20.Blue.74	05:42.2	05:48.5	"I think we have the rope, the extra shirt and pants, and then the air map."
20.Pink.25	05:50.4	05:51.7	"The air map I think."
20.Blue.75	05:51.4	05:52.1	"Yeah."
20.Blue.76	05:53.0	05:53.7	"I think so."
20.Blue.77	05:56.7	05:58.5	"And then the last two."
20.Blue.78	06:00.1	06:02.7	"Should we do the rope cause they already have clothes?"
20.Pink.26	06:03.2	06:03.6	"Yeah."
20.Orange.33	06:03.7	06:04.1	"Yeah."
20.Blue.79	06:03.9	06:04.4	"Yeah."
20.Blue.80	06:05.5	06:08.0	"And then shirt and pants fifteen."
20.Blue.81	06:10.8	06:11.3	"Okay."
